Date,Branch,Core Retail Sales,Service Channel Sales,Priority Sales,Customer Count
2025-11-02,B008,2673.56,416.75,1237.27,41
2025-11-03,B001,4581.35,1912.31,1967.68,98
2025-11-03,B002,3666.89,936.08,1496.03,68
2025-11-03,B003,3565.4,685.51,1618.23,59
2025-11-03,B004,4676.26,1924.73,1718.27,83
2025-11-03,B005,3935.13,816.96,1910.42,69
2025-11-03,B006,2911.67,517.44,1418.68,44
2025-11-03,B007,2429.9,307.84,1110.34,38
2025-11-03,B008,2500.9,435.42,1106.55,39
2025-11-04,B001,5328.64,1945.8,2104.51,97
2025-11-04,B002,3993.62,1049.42,1518.51,72
2025-11-04,B003,3601.55,668.91,1718.95,63
2025-11-04,B004,4326.0,1723.34,2042.33,88
2025-11-04,B005,3625.4,831.74,1610.34,67
2025-11-04,B006,2508.06,415.99,1031.43,39
2025-11-04,B007,2119.19,266.7,830.47,30
2025-11-04,B008,2709.88,408.67,1161.13,40
2025-11-05,B001,5198.45,2068.32,2126.81,110
2025-11-05,B002,4008.53,1055.5,1778.92,76
2025-11-05,B003,3302.52,579.78,1250.14,51
2025-11-05,B004,3954.43,1881.38,1915.88,86
2025-11-05,B005,3858.86,820.51,1744.09,68
2025-11-05,B006,2651.59,473.47,1107.74,46
2025-11-05,B007,2252.65,288.03,827.32,33
2025-11-05,B008,2540.07,384.78,1186.82,43
2025-11-06,B001,4916.81,1917.0,2304.72,100
2025-11-06,B002,4365.23,989.36,1813.87,78
2025-11-06,B003,3715.39,671.05,1762.09,61
2025-11-06,B004,4959.0,2285.64,1857.71,105
2025-11-06,B005,3564.86,722.56,1726.32,60
2025-11-06,B006,2869.97,470.47,1377.67,41
2025-11-06,B007,2608.89,362.53,999.59,40
2025-11-06,B008,2591.23,435.98,983.45,39
2025-11-07,B001,4087.83,1704.16,1656.76,86
2025-11-07,B002,3606.21,930.9,1735.58,57
2025-11-07,B003,3194.32,559.97,1150.86,46
2025-11-07,B004,3667.58,1628.42,1473.02,73
2025-11-07,B005,3337.56,773.87,1409.1,61
2025-11-07,B006,2355.33,452.08,933.19,42
2025-11-07,B007,2284.8,293.67,936.89,36
2025-11-07,B008,2117.59,357.19,876.29,31
2025-11-08,B001,4871.12,2023.95,2167.72,99
2025-11-08,B002,3898.57,974.08,1674.01,65
2025-11-08,B003,3821.61,711.99,1664.41,62
2025-11-08,B004,4725.37,2115.93,2160.8,89
2025-11-08,B005,3678.87,730.57,1799.73,67
2025-11-08,B006,2774.88,532.42,1331.16,49
2025-11-08,B007,2365.03,343.11,1117.9,34
2025-11-08,B008,2473.64,376.27,1164.91,35
2025-11-09,B001,5435.11,1994.61,2541.55,111
2025-11-09,B002,3471.17,949.5,1567.29,61
2025-11-09,B003,3072.59,637.83,1254.6,48
2025-11-09,B004,4821.75,1870.86,2260.76,84
2025-11-09,B005,3344.14,714.87,1238.23,60
2025-11-09,B006,2686.66,502.36,1019.49,46
2025-11-09,B007,2481.53,353.74,1118.71,40
2025-11-09,B008,2425.93,383.02,1119.76,36
2025-11-10,B001,4835.17,1739.57,2294.53,99
2025-11-10,B002,4006.44,1002.27,1447.98,63
2025-11-10,B003,3528.32,720.75,1524.38,54
2025-11-10,B004,4920.23,2109.57,2225.01,97
2025-11-10,B005,3366.86,808.45,1440.33,51
2025-11-10,B006,2495.05,416.61,1099.01,42
2025-11-10,B007,2232.06,318.06,965.83,32
2025-11-10,B008,2618.85,423.82,1049.41,40
2025-11-11,B001,5381.95,1940.27,2499.56,96
2025-11-11,B002,3641.06,840.07,1347.61,59
2025-11-11,B003,3739.68,649.19,1483.48,59
2025-11-11,B004,4120.82,1805.53,1888.77,84
2025-11-11,B005,3698.62,833.92,1347.06,64
2025-11-11,B006,2927.25,522.89,1268.34,44
2025-11-11,B007,2201.91,290.18,1062.76,38
2025-11-11,B008,2405.57,375.84,990.51,40
2025-11-12,B001,5128.03,2095.68,2495.3,94
2025-11-12,B002,3526.09,865.24,1609.27,65
2025-11-12,B003,3701.34,658.54,1615.02,60
2025-11-12,B004,4513.55,2093.87,1795.11,97
2025-11-12,B005,3604.67,851.56,1341.4,58
2025-11-12,B006,2860.22,534.21,1272.94,43
2025-11-12,B007,2241.28,331.66,957.29,33
2025-11-12,B008,2510.54,441.78,1015.22,38
2025-11-13,B001,5030.89,1896.25,2370.93,95
2025-11-13,B002,4240.13,1118.8,1740.12,77
2025-11-13,B003,3717.53,651.51,1411.96,57
2025-11-13,B004,4630.79,2125.81,1752.94,85
2025-11-13,B005,3803.72,912.64,1755.75,70
2025-11-13,B006,2575.59,438.66,1239.96,44
2025-11-13,B007,2438.73,324.32,906.23,40
2025-11-13,B008,2721.35,423.18,1147.11,45
2025-11-14,B001,4648.7,1868.78,1758.41,96
2025-11-14,B002,3476.32,790.5,1639.68,59
2025-11-14,B003,3216.23,661.92,1211.77,54
2025-11-14,B004,4150.5,1968.46,1695.81,80
2025-11-14,B005,3275.18,685.95,1551.84,51
2025-11-14,B006,2408.36,436.56,1099.02,41
2025-11-14,B007,2330.74,289.7,1097.54,37
2025-11-14,B008,2028.67,324.08,749.57,33
2025-11-15,B001,5251.77,1862.42,2208.71,93
2025-11-15,B002,4307.11,1069.22,1598.61,69
2025-11-15,B003,3846.16,792.33,1768.72,67
2025-11-15,B004,4634.02,1904.09,2268.53,89
2025-11-15,B005,3995.59,873.01,1583.01,73
2025-11-15,B006,2602.56,456.68,1153.53,43
2025-11-15,B007,2331.37,323.77,954.55,33
2025-11-15,B008,2502.02,402.02,1054.71,43
2025-11-16,B001,5181.82,2223.73,2326.0,105
2025-11-16,B002,4001.69,918.47,1476.64,68
2025-11-16,B003,3299.37,654.02,1561.48,53
2025-11-16,B004,4792.73,1942.92,2242.86,100
2025-11-16,B005,4010.98,853.47,1836.68,71
2025-11-16,B006,2612.23,453.98,1101.88,40
2025-11-16,B007,2316.51,327.23,940.76,34
2025-11-16,B008,2447.77,362.6,1130.38,37
2025-11-17,B001,4503.06,1817.24,1982.01,89
2025-11-17,B002,4134.27,1125.93,1887.58,68
2025-11-17,B003,3371.55,599.9,1414.79,58
2025-11-17,B004,5026.03,1968.68,2443.14,96
2025-11-17,B005,3775.1,749.8,1580.15,57
2025-11-17,B006,2491.61,435.51,1211.0,43
2025-11-17,B007,2346.57,348.15,972.94,36
2025-11-17,B008,2315.82,368.43,938.49,33
2025-11-18,B001,5417.51,2142.95,1960.42,96
2025-11-18,B002,3411.74,921.69,1450.92,54
2025-11-18,B003,3587.64,702.83,1504.22,59
2025-11-18,B004,4419.47,1912.5,1891.59,81
2025-11-18,B005,3450.94,710.15,1434.52,60
2025-11-18,B006,2739.26,487.29,1122.01,41
2025-11-18,B007,2628.69,354.39,1043.12,39
2025-11-18,B008,2661.11,462.25,1302.34,40
2025-11-19,B001,4541.07,1825.24,1998.59,88
2025-11-19,B002,3799.8,998.26,1825.95,71
2025-11-19,B003,3421.34,661.79,1246.2,58
2025-11-19,B004,4583.97,1842.44,1921.15,89
2025-11-19,B005,3479.37,759.23,1308.86,52
2025-11-19,B006,2923.87,507.54,1364.44,44
2025-11-19,B007,2698.23,335.35,1102.78,44
2025-11-19,B008,2346.91,409.31,925.59,35
2025-11-20,B001,5516.51,2104.87,2159.17,95
2025-11-20,B002,4005.93,906.29,1522.01,68
2025-11-20,B003,3801.52,768.67,1665.04,64
2025-11-20,B004,5019.11,2401.83,1964.67,91
2025-11-20,B005,3597.05,811.96,1682.38,56
2025-11-20,B006,2877.16,472.63,1273.76,41
2025-11-20,B007,2470.36,361.84,1055.45,39
2025-11-20,B008,2353.65,404.79,1001.6,36
2025-11-21,B001,4538.49,1902.45,2003.98,92
2025-11-21,B002,3360.21,916.82,1298.68,63
2025-11-21,B003,3007.25,586.93,1314.55,54
2025-11-21,B004,4075.34,1919.47,1508.86,83
2025-11-21,B005,3464.71,706.42,1451.65,55
2025-11-21,B006,2323.87,390.15,1107.85,38
2025-11-21,B007,2299.99,299.19,1061.23,33
2025-11-21,B008,2292.39,384.28,907.2,33
2025-11-22,B001,5276.59,2115.66,2296.99,109
2025-11-22,B002,3956.76,1008.24,1479.51,70
2025-11-22,B003,3950.1,694.75,1675.84,65
2025-11-22,B004,5126.19,2142.51,2172.66,110
2025-11-22,B005,3472.56,831.69,1284.57,56
2025-11-22,B006,2752.67,468.81,1315.99,41
2025-11-22,B007,2555.99,317.83,979.53,38
2025-11-22,B008,2670.35,397.27,1300.11,37
2025-11-23,B001,4943.35,1971.47,2130.8,101
2025-11-23,B002,3971.32,1079.01,1529.24,76
2025-11-23,B003,3147.03,600.78,1195.26,47
2025-11-23,B004,4315.04,1731.94,1737.15,87
2025-11-23,B005,3822.45,912.22,1509.05,64
2025-11-23,B006,2960.18,507.56,1277.89,49
2025-11-23,B007,2743.8,373.87,1170.63,43
2025-11-23,B008,2353.08,359.95,1057.28,34
2025-11-24,B001,4812.02,1827.07,2097.44,85
2025-11-24,B002,3668.25,971.64,1775.39,63
2025-11-24,B003,3758.53,705.54,1718.1,56
2025-11-24,B004,4668.38,2050.17,1941.16,89
2025-11-24,B005,3605.91,812.13,1328.25,64
2025-11-24,B006,2451.89,433.61,1069.74,41
2025-11-24,B007,2795.71,391.32,1357.23,44
2025-11-24,B008,2272.83,348.14,913.56,33
2025-11-25,B001,4990.26,1761.13,2222.68,94
2025-11-25,B002,4138.01,957.52,1661.07,77
2025-11-25,B003,3370.36,637.74,1561.76,50
2025-11-25,B004,4687.25,1956.7,2054.11,89
2025-11-25,B005,3450.99,724.98,1515.08,52
2025-11-25,B006,2936.97,477.3,1398.13,47
2025-11-25,B007,2796.78,368.79,1123.23,46
2025-11-25,B008,2640.95,429.81,1290.72,42
2025-11-26,B001,4726.01,1706.27,1902.19,89
2025-11-26,B002,3956.78,947.03,1755.53,62
2025-11-26,B003,3781.65,777.51,1501.19,57
2025-11-26,B004,4386.39,2054.71,2102.59,97
2025-11-26,B005,3888.68,782.97,1448.01,59
2025-11-26,B006,2848.62,481.51,1304.61,46
2025-11-26,B007,2708.42,356.84,1190.63,42
2025-11-26,B008,2593.26,418.6,1219.68,37
2025-11-27,B001,4855.77,1835.85,2138.18,101
2025-11-27,B002,3730.03,842.95,1393.79,64
2025-11-27,B003,3775.62,710.37,1442.76,65
2025-11-27,B004,5217.89,2169.82,2490.89,90
2025-11-27,B005,4157.33,978.97,1636.99,65
2025-11-27,B006,2568.12,491.83,949.58,43
2025-11-27,B007,2835.65,408.8,1120.33,47
2025-11-27,B008,2408.78,389.26,906.71,35
2025-11-28,B001,4526.16,1915.61,2197.72,89
2025-11-28,B002,3421.02,791.62,1466.2,56
2025-11-28,B003,3129.07,650.89,1257.41,49
2025-11-28,B004,3893.36,1579.94,1551.55,81
2025-11-28,B005,3276.97,772.36,1460.65,52
2025-11-28,B006,2275.0,369.96,1106.4,39
2025-11-28,B007,2159.73,279.4,1007.31,35
2025-11-28,B008,2038.69,314.03,890.43,32
2025-11-29,B001,5505.71,2267.09,2205.24,106
2025-11-29,B002,3749.85,938.31,1795.56,67
2025-11-29,B003,3488.04,725.39,1649.22,57
2025-11-29,B004,5171.81,2061.71,2048.65,105
2025-11-29,B005,3684.06,867.82,1636.79,67
2025-11-29,B006,3017.16,557.17,1180.53,45
2025-11-29,B007,2678.83,334.3,1194.88,41
2025-11-29,B008,2449.54,430.79,908.6,40
2025-11-30,B001,4673.96,1818.54,1991.25,97
2025-11-30,B002,3761.09,865.84,1671.13,60
2025-11-30,B003,3469.19,635.03,1430.52,54
2025-11-30,B004,4644.04,1987.4,1933.61,86
2025-11-30,B005,3783.74,906.18,1470.16,70
2025-11-30,B006,2483.15,419.04,915.19,43
2025-11-30,B007,2580.88,359.65,1169.29,41
2025-11-30,B008,2287.78,388.74,1085.18,38
2025-12-01,B001,4650.16,1925.3,1884.21,93
2025-12-01,B002,3919.25,1026.08,1458.95,67
2025-12-01,B003,3648.1,691.8,1458.12,54
2025-12-01,B004,4433.01,1820.58,1635.91,91
2025-12-01,B005,4089.71,835.78,1479.07,67
2025-12-01,B006,2655.52,440.43,1047.07,46
2025-12-01,B007,2831.84,411.14,1238.14,40
2025-12-01,B008,2545.98,413.56,998.47,44
2025-12-02,B001,5333.84,2105.41,2606.93,94
2025-12-02,B002,3956.7,924.22,1499.81,72
2025-12-02,B003,3346.88,666.39,1401.81,52
2025-12-02,B004,5160.63,2091.03,2184.21,101
2025-12-02,B005,3396.61,724.27,1536.36,51
2025-12-02,B006,2845.05,536.15,1357.89,45
2025-12-02,B007,2547.68,359.19,1158.35,44
2025-12-02,B008,2720.3,472.47,1212.48,47
2025-12-03,B001,5117.76,1878.95,2335.4,86
2025-12-03,B002,3742.47,981.8,1441.6,58
2025-12-03,B003,3557.78,738.62,1686.49,56
2025-12-03,B004,5014.48,2124.23,2429.92,96
2025-12-03,B005,3548.48,806.32,1687.09,60
2025-12-03,B006,2644.47,510.68,1058.35,47
2025-12-03,B007,2811.35,372.48,1235.89,44
2025-12-03,B008,2455.37,434.96,1136.85,41
2025-12-04,B001,5739.35,2231.44,2577.65,109
2025-12-04,B002,3694.66,1011.51,1629.69,61
2025-12-04,B003,3534.56,646.27,1639.94,63
2025-12-04,B004,4440.09,1809.9,1940.76,93
2025-12-04,B005,3758.07,813.75,1675.47,69
2025-12-04,B006,2709.03,464.64,1075.01,40
2025-12-04,B007,2999.59,429.15,1140.31,51
2025-12-04,B008,2459.1,437.74,948.17,38
2025-12-05,B001,4142.06,1511.9,1745.93,79
2025-12-05,B002,3622.38,930.55,1503.04,56
2025-12-05,B003,2867.91,521.61,1145.05,48
2025-12-05,B004,4081.48,1821.63,1640.44,78
2025-12-05,B005,3460.72,715.59,1306.9,56
2025-12-05,B006,2335.66,380.39,1012.9,36
2025-12-05,B007,2516.69,335.47,1192.59,39
2025-12-05,B008,2054.71,330.88,823.37,29
2025-12-06,B001,5490.69,2120.29,2281.91,105
2025-12-06,B002,4058.33,920.52,1755.87,61
2025-12-06,B003,3576.42,714.68,1573.54,61
2025-12-06,B004,4574.23,1965.86,1722.41,88
2025-12-06,B005,3987.82,840.33,1827.19,67
2025-12-06,B006,2827.87,453.27,1314.88,41
2025-12-06,B007,2962.94,371.61,1087.73,42
2025-12-06,B008,2706.14,426.95,1008.48,44
2025-12-07,B001,5093.28,1907.24,1873.88,90
2025-12-07,B002,4001.13,1048.63,1467.99,73
2025-12-07,B003,3250.13,647.63,1379.32,56
2025-12-07,B004,4692.41,2176.96,1872.81,97
2025-12-07,B005,4200.7,834.82,1777.08,65
2025-12-07,B006,2562.15,410.19,1123.49,44
2025-12-07,B007,2648.36,341.85,1116.51,38
2025-12-07,B008,2518.37,376.46,946.49,40
2025-12-08,B001,5442.26,2270.13,2554.73,103
2025-12-08,B002,4128.67,1069.87,1947.54,69
2025-12-08,B003,3466.23,677.43,1331.12,52
2025-12-08,B004,4904.57,1947.28,2238.53,92
2025-12-08,B005,3774.5,794.85,1686.37,56
2025-12-08,B006,2723.28,495.82,1118.87,42
2025-12-08,B007,2658.8,357.1,1104.01,45
2025-12-08,B008,2494.49,410.94,901.59,41
2025-12-09,B001,5088.49,2156.11,2241.91,109
2025-12-09,B002,4151.39,1135.72,1747.02,68
2025-12-09,B003,3324.74,692.26,1351.53,50
2025-12-09,B004,4705.67,1947.75,2126.06,92
2025-12-09,B005,3420.13,773.73,1387.69,54
2025-12-09,B006,2638.49,484.59,1219.7,44
2025-12-09,B007,3063.58,402.86,1259.78,43
2025-12-09,B008,2604.34,414.25,1097.28,39
2025-12-10,B001,5014.16,2140.22,2310.54,96
2025-12-10,B002,3650.45,880.73,1767.46,63
2025-12-10,B003,3629.03,678.61,1327.65,54
2025-12-10,B004,4461.52,1740.5,1667.76,77
2025-12-10,B005,3720.15,858.41,1813.84,58
2025-12-10,B006,2894.59,485.67,1380.64,49
2025-12-10,B007,3127.74,446.46,1296.78,53
2025-12-10,B008,2607.69,394.36,1225.84,45
2025-12-11,B001,5523.53,2199.23,2592.13,96
2025-12-11,B002,3898.73,1013.73,1594.94,60
2025-12-11,B003,3768.89,677.2,1480.51,61
2025-12-11,B004,4737.77,1894.58,1805.43,84
2025-12-11,B005,4214.48,870.18,1836.14,67
2025-12-11,B006,2979.26,496.66,1386.25,43
2025-12-11,B007,2972.16,398.53,1281.16,50
2025-12-11,B008,2448.65,415.78,1171.5,38
2025-12-12,B001,4378.1,1831.02,1900.74,84
2025-12-12,B002,3334.16,853.39,1442.46,61
2025-12-12,B003,2853.72,536.08,1166.87,50
2025-12-12,B004,3688.62,1684.89,1470.91,79
2025-12-12,B005,3135.7,702.0,1263.75,55
2025-12-12,B006,2602.74,496.26,1022.04,40
2025-12-12,B007,2354.66,342.95,1144.02,40
2025-12-12,B008,2239.4,388.73,1077.45,36
2025-12-13,B001,5329.11,1873.73,2401.71,106
2025-12-13,B002,3992.4,1082.83,1573.79,76
2025-12-13,B003,3594.31,653.67,1450.27,54
2025-12-13,B004,4494.67,1947.09,2046.89,80
2025-12-13,B005,4009.39,945.94,1566.19,74
2025-12-13,B006,3084.8,586.29,1392.49,47
2025-12-13,B007,2773.32,411.61,1340.87,42
2025-12-13,B008,2722.76,409.03,1175.38,39
2025-12-14,B001,4999.04,1751.59,1822.79,91
2025-12-14,B002,4060.04,1001.15,1621.76,64
2025-12-14,B003,3940.82,683.19,1447.05,59
2025-12-14,B004,4957.25,2141.18,2339.02,92
2025-12-14,B005,3960.19,878.23,1452.51,62
2025-12-14,B006,2869.88,499.76,1192.4,49
2025-12-14,B007,2926.67,428.16,1427.42,47
2025-12-14,B008,2383.94,383.51,876.17,40
2025-12-15,B001,5277.91,1930.13,2412.91,90
2025-12-15,B002,4154.11,1052.7,2030.62,79
2025-12-15,B003,3673.93,741.87,1359.21,65
2025-12-15,B004,4520.36,1741.38,1832.81,82
2025-12-15,B005,3623.42,763.4,1589.94,60
2025-12-15,B006,2581.32,419.67,1013.23,40
2025-12-15,B007,2989.24,425.15,1214.84,42
2025-12-15,B008,2382.62,403.33,1149.34,35
2025-12-16,B001,4846.15,1949.58,2076.52,97
2025-12-16,B002,4093.94,1024.19,1502.56,64
2025-12-16,B003,3689.09,719.06,1462.25,64
2025-12-16,B004,4205.05,2004.83,1639.84,80
2025-12-16,B005,3591.45,768.83,1674.08,64
2025-12-16,B006,3009.08,550.95,1337.5,49
2025-12-16,B007,2792.71,380.75,1017.63,45
2025-12-16,B008,2460.47,425.13,912.8,41
2025-12-17,B001,5223.43,2029.24,2466.3,101
2025-12-17,B002,3625.65,853.69,1392.16,61
2025-12-17,B003,3260.71,598.17,1403.41,54
2025-12-17,B004,4215.37,1851.83,2006.99,75
2025-12-17,B005,4063.61,946.6,1775.08,64
2025-12-17,B006,2651.99,497.28,1104.37,43
2025-12-17,B007,3167.79,450.56,1163.93,53
2025-12-17,B008,2471.82,419.05,1107.71,36
2025-12-18,B001,5798.68,2236.79,2519.17,107
2025-12-18,B002,4175.75,974.42,1710.25,66
2025-12-18,B003,4066.37,720.84,1471.92,61
2025-12-18,B004,5476.37,2130.82,2149.43,102
2025-12-18,B005,3840.45,825.75,1689.88,65
2025-12-18,B006,2946.34,547.81,1371.03,46
2025-12-18,B007,2941.83,406.16,1181.82,48
2025-12-18,B008,2479.8,400.89,1034.54,39
2025-12-19,B001,4931.68,1909.45,2316.72,98
2025-12-19,B002,3114.11,848.08,1232.99,52
2025-12-19,B003,3062.83,535.59,1174.21,46
2025-12-19,B004,3852.01,1793.74,1450.43,74
2025-12-19,B005,3100.33,696.29,1136.1,56
2025-12-19,B006,2201.47,402.05,1038.82,35
2025-12-19,B007,2451.7,347.6,902.0,36
2025-12-19,B008,2147.88,333.98,962.66,31
2025-12-20,B001,5103.83,2082.44,2235.86,100
2025-12-20,B002,3773.91,932.9,1609.33,67
2025-12-20,B003,3598.7,668.74,1680.41,59
2025-12-20,B004,4903.66,2286.89,1856.53,101
2025-12-20,B005,4215.58,895.75,1741.28,67
2025-12-20,B006,2829.01,544.34,1247.17,49
2025-12-20,B007,2903.03,427.13,1389.23,50
2025-12-20,B008,2689.0,463.03,1146.6,40
2025-12-21,B001,5113.06,2024.6,2069.39,103
2025-12-21,B002,4299.66,976.28,1953.83,73
2025-12-21,B003,3981.31,698.22,1473.28,58
2025-12-21,B004,4450.51,1908.88,1934.53,85
2025-12-21,B005,3721.19,854.3,1749.65,61
2025-12-21,B006,2529.09,443.99,1082.9,41
2025-12-21,B007,2953.03,427.47,1175.6,48
2025-12-21,B008,2405.39,411.21,979.13,38
2025-12-22,B001,5519.95,1967.47,2160.15,96
2025-12-22,B002,4287.89,1042.52,1739.85,72
2025-12-22,B003,3857.21,756.26,1692.07,63
2025-12-22,B004,4617.33,2010.37,2158.52,97
2025-12-22,B005,3809.69,881.83,1573.37,62
2025-12-22,B006,2595.35,437.48,1031.12,43
2025-12-22,B007,2879.83,387.07,1404.85,43
2025-12-22,B008,2605.28,445.78,1242.68,38
2025-12-23,B001,4752.68,1696.1,1873.69,86
2025-12-23,B002,4266.47,1118.93,1606.03,81
2025-12-23,B003,3512.65,693.44,1716.6,62
2025-12-23,B004,4921.73,2317.11,2350.39,101
2025-12-23,B005,3740.09,830.13,1692.61,67
2025-12-23,B006,2969.24,563.72,1297.24,47
2025-12-23,B007,3502.51,438.51,1597.28,55
2025-12-23,B008,2538.61,406.27,1062.33,37
2025-12-24,B001,4936.75,1910.09,1863.62,99
2025-12-24,B002,4112.73,1115.25,1981.35,78
2025-12-24,B003,3858.64,748.11,1574.65,60
2025-12-24,B004,4631.08,1957.01,1973.43,87
2025-12-24,B005,4225.55,855.62,1684.54,71
2025-12-24,B006,2788.85,529.37,1214.2,42
2025-12-24,B007,3140.48,414.5,1260.64,52
2025-12-24,B008,2359.16,406.67,1074.6,34
2025-12-25,B001,5041.96,1969.11,2192.08,92
2025-12-25,B002,3835.82,918.03,1440.01,68
2025-12-25,B003,3644.33,745.71,1448.63,54
2025-12-25,B004,5306.87,2408.47,2548.29,101
2025-12-25,B005,3735.43,773.55,1752.08,58
2025-12-25,B006,2595.26,493.09,1258.13,41
2025-12-25,B007,3557.98,442.12,1665.94,60
2025-12-25,B008,2479.42,437.19,1076.69,38
2025-12-26,B001,4463.48,1866.18,1777.99,93
2025-12-26,B002,3596.06,961.87,1502.34,63
2025-12-26,B003,2978.85,607.24,1456.96,46
2025-12-26,B004,3886.13,1610.35,1438.95,70
2025-12-26,B005,3548.87,752.9,1511.53,61
2025-12-26,B006,2518.91,445.59,1161.26,38
2025-12-26,B007,2697.1,396.45,1122.91,38
2025-12-26,B008,2402.96,377.96,1127.91,36
2025-12-27,B001,5941.4,2078.81,2628.98,121
2025-12-27,B002,3860.98,941.46,1863.35,63
2025-12-27,B003,3603.24,641.24,1678.4,55
2025-12-27,B004,4813.08,1923.51,2280.74,83
2025-12-27,B005,4239.27,976.27,1527.9,78
2025-12-27,B006,2962.89,494.41,1135.25,48
2025-12-27,B007,3209.78,428.2,1399.16,48
2025-12-27,B008,2652.81,444.51,1017.11,44
2025-12-28,B001,4954.1,1838.73,2095.87,86
2025-12-28,B002,3923.94,953.11,1657.96,72
2025-12-28,B003,3283.1,671.25,1504.13,56
2025-12-28,B004,5252.85,2162.44,2343.37,109
2025-12-28,B005,3839.23,813.17,1438.79,60
2025-12-28,B006,2888.37,536.17,1221.45,43
2025-12-28,B007,3249.49,436.04,1269.03,52
2025-12-28,B008,2549.71,445.48,1177.37,45
2025-12-29,B001,5535.42,2040.29,2221.31,105
2025-12-29,B002,3961.39,970.36,1895.95,70
2025-12-29,B003,3787.44,699.52,1766.49,63
2025-12-29,B004,4641.3,2022.26,1771.35,96
2025-12-29,B005,3880.4,927.42,1706.32,67
2025-12-29,B006,2896.71,465.61,1314.79,43
2025-12-29,B007,2987.92,422.68,1429.99,44
2025-12-29,B008,2591.41,434.07,1107.63,42
2025-12-30,B001,4970.17,1788.59,2135.39,85
2025-12-30,B002,3734.01,990.44,1786.29,66
2025-12-30,B003,3378.84,672.4,1629.28,61
2025-12-30,B004,4168.82,1972.07,1556.34,85
2025-12-30,B005,3884.64,796.33,1550.71,67
2025-12-30,B006,2975.85,500.35,1176.71,51
2025-12-30,B007,3463.23,485.64,1305.83,51
2025-12-30,B008,2485.36,373.68,918.6,37
2025-12-31,B001,5484.77,2093.07,1985.03,96
2025-12-31,B002,4140.77,964.1,1886.8,65
2025-12-31,B003,3380.23,656.86,1354.07,57
2025-12-31,B004,4927.7,1889.1,1949.53,98
2025-12-31,B005,3652.17,826.24,1538.59,63
2025-12-31,B006,2542.74,488.68,1100.83,41
2025-12-31,B007,3574.26,490.34,1400.39,61
2025-12-31,B008,2585.61,412.61,1056.11,40
2026-01-01,B001,4654.78,1701.06,2265.83,88
2026-01-01,B002,3560.15,901.31,1579.17,63
2026-01-01,B003,3460.26,608.92,1321.83,51
2026-01-01,B004,4627.79,1871.9,1751.03,86
2026-01-01,B005,3679.69,818.26,1435.87,57
2026-01-01,B006,2484.2,425.07,942.95,41
2026-01-01,B007,3090.22,414.25,1114.72,45
2026-01-01,B008,2357.95,387.11,944.81,36
2026-01-02,B001,4003.07,1629.96,1708.81,71
2026-01-02,B002,2889.08,666.11,1302.7,49
2026-01-02,B003,2446.35,488.16,933.54,40
2026-01-02,B004,4359.71,1677.62,1809.9,88
2026-01-02,B005,2956.95,680.9,1274.81,50
2026-01-02,B006,2161.07,366.68,1037.0,33
2026-01-02,B007,2595.71,361.39,1059.86,39
2026-01-02,B008,1911.71,294.23,840.81,28
2026-01-03,B001,5072.01,1865.07,2131.13,86
2026-01-03,B002,3779.77,1012.49,1427.22,64
2026-01-03,B003,2828.12,530.12,1073.4,50
2026-01-03,B004,5068.85,2080.13,1948.45,93
2026-01-03,B005,3471.24,697.72,1461.15,61
2026-01-03,B006,2625.71,439.65,1159.9,38
2026-01-03,B007,2919.69,421.52,1380.58,44
2026-01-03,B008,2295.35,366.95,902.34,36
2026-01-04,B001,5071.53,1791.82,1926.24,88
2026-01-04,B002,3420.51,788.18,1585.73,56
2026-01-04,B003,2883.98,578.02,1260.25,49
2026-01-04,B004,4548.68,2119.22,2032.83,91
2026-01-04,B005,3536.71,851.73,1315.21,56
2026-01-04,B006,2287.97,432.54,919.84,34
2026-01-04,B007,2710.13,370.35,1130.56,40
2026-01-04,B008,2171.84,328.63,940.01,35
2026-01-05,B001,4691.57,1814.17,1879.11,87
2026-01-05,B002,3757.24,1004.49,1819.24,59
2026-01-05,B003,3108.27,630.78,1345.45,51
2026-01-05,B004,4597.0,2054.69,1988.33,91
2026-01-05,B005,3099.91,662.72,1303.79,49
2026-01-05,B006,2335.15,416.73,1143.59,34
2026-01-05,B007,2944.43,378.24,1346.17,50
2026-01-05,B008,2191.5,324.36,877.37,37
2026-01-06,B001,4744.52,1745.65,2276.44,86
2026-01-06,B002,3385.24,842.71,1238.01,55
2026-01-06,B003,3047.68,633.37,1423.37,46
2026-01-06,B004,4620.01,2212.98,2042.93,93
2026-01-06,B005,3636.11,837.54,1690.67,67
2026-01-06,B006,2705.75,446.62,1233.03,39
2026-01-06,B007,2794.27,375.48,1313.18,47
2026-01-06,B008,1986.65,299.44,855.71,28
2026-01-07,B001,4477.88,1785.83,1621.74,79
2026-01-07,B002,3386.66,882.41,1617.96,57
2026-01-07,B003,2988.78,617.71,1232.61,45
2026-01-07,B004,4696.48,1818.43,2194.46,88
2026-01-07,B005,3137.98,681.23,1242.07,55
2026-01-07,B006,2307.4,426.24,1081.99,41
2026-01-07,B007,2900.52,384.82,1172.94,44
2026-01-07,B008,2187.5,353.66,820.56,38
2026-01-08,B001,5332.8,1931.78,2329.63,89
2026-01-08,B002,3948.21,931.91,1613.59,73
2026-01-08,B003,2953.65,599.12,1309.95,44
